961
63000	2173.2
63300	2197.1
63600	2219.1
63900	2240.1
64200	2260
64500	2279.7
64800	2299.4
65100	2319.1
65400	2338.7
65700	2358
66000	2377.2
66300	2396.7
66600	2416
66900	2435.2
67200	2454.3
67500	2473.4
67800	2492.5
68100	2511.5
68400	2530.6
68700	2549.6
69000	2568.8
69300	2588
69600	2607.2
69900	2626.5
70200	2646
70500	2665.5
70800	2685
71100	2704.6
71400	2724.2
71700	2744
72000	2763.9
72300	2783.9
72600	2804
72900	2824
73200	2844.1
73500	2864.4
73800	2884.5
74100	2904.6
74400	2924.7
74700	2944.6
75000	2964.5
75300	2984.2
75600	3003.9
75900	3023.3
76200	3042.7
76500	3061.9
76800	3080.9
77100	3099.8
77400	3118.5
77700	3136.9
78000	3155.1
78300	3172.9
78600	3190.4
78900	3207.6
79200	3224.4
79500	3240.8
79800	3256.9
80100	3272.5
80400	3287.6
80700	3302.2
81000	3316.3
81300	3329.9
81600	3342.9
81900	3355.3
82200	3367.3
82500	3378.6
82800	3389.3
83100	3399.3
83400	3408.7
83700	3417.4
84000	3425.4
84300	3432.6
84600	3439.3
84900	3445.3
85200	3450.7
85500	3455.4
85800	3459.4
86100	3462.8
86400	3465.5
86700	3467.6
87000	3469
87300	3469.8
87600	3469.9
87900	3469.3
88200	3468.2
88500	3466.4
88800	3464
89100	3460.8
89400	3457.1
89700	3452.7
90000	3447.7
90300	3442.1
90600	3435.9
90900	3429.1
91200	3421.8
91500	3413.9
91800	3405.4
92100	3396.5
92400	3387
92700	3377
93000	3366.5
93300	3355.5
93600	3344.1
93900	3332.3
94200	3320.1
94500	3307.4
94800	3294.4
95100	3281
95400	3267.2
95700	3253.1
96000	3238.6
96300	3223.9
96600	3208.8
96900	3193.5
97200	3177.8
97500	3161.8
97800	3145.6
98100	3129.1
98400	3112.3
98700	3095.3
99000	3077.9
99300	3060.4
99600	3042.6
99900	3024.6
100200	3006.5
100500	2988.1
100800	2969.7
101100	2951
101400	2932.3
101700	2913.4
102000	2894.5
102300	2875.5
102600	2856.4
102900	2837.2
103200	2818
103500	2798.7
103800	2779.5
104100	2760.1
104400	2740.8
104700	2721.5
105000	2702.2
105300	2682.8
105600	2663.6
105900	2644.3
106200	2625.1
106500	2606
106800	2586.9
107100	2567.8
107400	2548.9
107700	2530.1
108000	2511.3
108300	2492.7
108600	2474.1
108900	2455.7
109200	2437.4
109500	2419.2
109800	2401.2
110100	2383.3
110400	2365.5
110700	2347.9
111000	2330.4
111300	2313.1
111600	2296
111900	2279
112200	2262.1
112500	2245.5
112800	2229
113100	2212.7
113400	2196.5
113700	2180.5
114000	2164.7
114300	2149
114600	2133.6
114900	2118.3
115200	2103.1
115500	2088.1
115800	2073.2
116100	2058.5
116400	2044
116700	2029.6
117000	2015.3
117300	2001.2
117600	1987.2
117900	1973.3
118200	1959.6
118500	1946
118800	1932.5
119100	1919.1
119400	1905.8
119700	1892.7
120000	1879.6
120300	1866.6
120600	1853.7
120900	1841
121200	1828.3
121500	1815.7
121800	1803.2
122100	1790.8
122400	1778.4
122700	1766.2
123000	1754.1
123300	1742
123600	1730
123900	1718.1
124200	1706.2
124500	1694.5
124800	1682.8
125100	1671.2
125400	1659.7
125700	1648.3
126000	1636.9
126300	1625.7
126600	1614.5
126900	1603.4
127200	1592.4
127500	1581.5
127800	1570.6
128100	1559.9
128400	1549.2
128700	1538.7
129000	1528.2
129300	1517.8
129600	1507.5
129900	1497.2
130200	1487.1
130500	1477.1
130800	1467.1
131100	1457.3
131400	1447.5
131700	1437.9
132000	1428.3
132300	1418.7
132600	1409.3
132900	1400
133200	1390.7
133500	1381.6
133800	1372.5
134100	1363.5
134400	1354.5
134700	1345.7
135000	1337
135300	1328.3
135600	1319.7
135900	1311.2
136200	1302.9
136500	1294.5
136800	1286.3
137100	1278.2
137400	1270.1
137700	1262.1
138000	1254.2
138300	1246.4
138600	1238.7
138900	1231
139200	1223.4
139500	1215.9
139800	1208.4
140100	1201
140400	1193.6
140700	1186.5
141000	1179.5
141300	1172.8
141600	1166.2
141900	1159.9
142200	1153.6
142500	1147.5
142800	1141.4
143100	1135.4
143400	1129.4
143700	1123.5
144000	1117.6
144300	1111.9
144600	1106.1
144900	1100.5
145200	1094.9
145500	1089.4
145800	1083.9
146100	1078.6
146400	1073.3
146700	1068.2
147000	1063
147300	1058
147600	1053.1
147900	1048.2
148200	1043.4
148500	1038.7
148800	1034
149100	1029.4
149400	1024.9
149700	1020.4
150000	1016
150300	1011.6
150600	1007.3
150900	1003.1
151200	999
151500	994.9
151800	990.8
152100	986.9
152400	983
152700	979.1
153000	975.4
153300	971.6
153600	968
153900	964.3
154200	960.7
154500	957.2
154800	953.7
155100	950.3
155400	946.9
155700	943.5
156000	940.1
156300	936.8
156600	933.5
156900	930.2
157200	927
157500	923.7
157800	920.5
158100	917.2
158400	914
158700	910.7
159000	907.5
159300	904.2
159600	900.9
159900	897.6
160200	894.3
160500	890.9
160800	887.5
161100	884.2
161400	880.7
161700	877.3
162000	873.8
162300	870.4
162600	866.8
162900	863.3
163200	859.8
163500	856.1
163800	852.5
164100	848.9
164400	845.2
164700	841.5
165000	837.7
165300	833.9
165600	830.1
165900	826.2
166200	822.2
166500	818.3
166800	814.3
167100	810.2
167400	806.2
167700	802.1
168000	798
168300	793.9
168600	789.8
168900	785.7
169200	781.6
169500	777.5
169800	773.3
170100	769.2
170400	765
170700	760.9
171000	756.7
171300	752.5
171600	748.3
171900	744.1
172200	739.9
172500	735.9
172800	732.1
173100	728.4
173400	724.7
173700	721.1
174000	717.5
174300	713.9
174600	710.3
174900	706.8
175200	703.2
175500	699.7
175800	696.1
176100	692.6
176400	689.1
176700	685.5
177000	682
177300	678.5
177600	674.9
177900	671.4
178200	667.9
178500	664.4
178800	660.9
179100	657.4
179400	654.1
179700	650.8
180000	647.6
180300	644.6
180600	641.5
180900	638.5
181200	635.6
181500	632.7
181800	629.8
182100	626.9
182400	624
182700	621.1
183000	618.2
183300	615.4
183600	612.6
183900	609.7
184200	606.9
184500	604.2
184800	601.4
185100	598.7
185400	596
185700	593.4
186000	590.7
186300	588.1
186600	585.6
186900	583
187200	580.5
187500	578
187800	575.5
188100	573.1
188400	570.7
188700	568.3
189000	566
189300	563.7
189600	561.4
189900	559.2
190200	556.9
190500	554.7
190800	552.5
191100	550.3
191400	548.1
191700	545.9
192000	543.8
192300	541.7
192600	539.6
192900	537.6
193200	535.5
193500	533.4
193800	531.4
194100	529.3
194400	527.2
194700	525.2
195000	523.1
195300	521
195600	519
195900	516.9
196200	514.9
196500	512.9
196800	510.8
197100	508.8
197400	506.8
197700	504.8
198000	502.8
198300	500.8
198600	498.8
198900	496.8
199200	494.7
199500	492.7
199800	490.7
200100	488.8
200400	486.8
200700	484.8
201000	482.8
201300	480.8
201600	478.8
201900	476.9
202200	474.9
202500	472.9
202800	470.9
203100	469
203400	467
203700	465
204000	463.1
204300	461.1
204600	459.1
204900	457.2
205200	455.2
205500	453.3
205800	451.3
206100	449.4
206400	447.4
206700	445.2
207000	442.4
207300	439
207600	435.7
207900	432.7
208200	429.7
208500	426.8
208800	424
209100	421.2
209400	418.5
209700	415.8
210000	413.3
210300	410.8
210600	408.3
210900	405.9
211200	403.5
211500	401.2
211800	399
212100	396.8
212400	394.6
212700	392.5
213000	390.4
213300	388.4
213600	386.4
213900	384.4
214200	382.5
214500	380.6
214800	378.8
215100	376.9
215400	375.2
215700	373.4
216000	371.7
216300	370
216600	368.3
216900	366.7
217200	365
217500	363.5
217800	361.9
218100	360.3
218400	358.8
218700	357.3
219000	355.9
219300	354.4
219600	353
219900	351.6
220200	350.2
220500	348.8
220800	347.4
221100	346.1
221400	344.8
221700	343.5
222000	342.2
222300	341
222600	339.7
222900	338.5
223200	337.3
223500	336.1
223800	335
224100	333.8
224400	332.7
224700	331.6
225000	330.5
225300	329.4
225600	328.3
225900	327.3
226200	326.3
226500	325.2
226800	324.2
227100	323.2
227400	322.2
227700	321.3
228000	320.3
228300	319.4
228600	318.4
228900	317.5
229200	316.6
229500	315.7
229800	314.8
230100	313.9
230400	313
230700	312.1
231000	311.3
231300	310.4
231600	309.6
231900	308.7
232200	307.9
232500	307.1
232800	306.3
233100	305.5
233400	304.7
233700	304
234000	303.2
234300	302.4
234600	301.7
234900	300.9
235200	300.2
235500	299.4
235800	298.7
236100	298
236400	297.3
236700	296.6
237000	295.9
237300	295.2
237600	294.5
237900	293.8
238200	293.1
238500	292.4
238800	291.8
239100	291.1
239400	290.4
239700	289.8
240000	289.1
240300	288.5
240600	287.8
240900	287.2
241200	286.5
241500	285.9
241800	285.3
242100	284.7
242400	284
242700	283.4
243000	282.8
243300	282.2
243600	281.6
243900	281
244200	280.4
244500	279.8
244800	279.2
245100	278.6
245400	278.1
245700	277.5
246000	276.9
246300	276.3
246600	275.7
246900	275.2
247200	274.6
247500	274
247800	273.5
248100	272.9
248400	272.4
248700	271.8
249000	271.3
249300	270.7
249600	270.2
249900	269.6
250200	269.1
250500	268.5
250800	268
251100	267.5
251400	266.9
251700	266.4
252000	265.9
252300	265.3
252600	264.8
252900	264.3
253200	263.8
253500	263.3
253800	262.8
254100	262.2
254400	261.7
254700	261.2
255000	260.7
255300	260.2
255600	259.7
255900	259.2
256200	258.7
256500	258.2
256800	257.7
257100	257.2
257400	256.7
257700	256.3
258000	255.8
258300	255.3
258600	254.8
258900	254.3
259200	253.9
259500	253.4
259800	252.9
260100	252.4
260400	252
260700	251.5
261000	251
261300	250.6
261600	250.1
261900	249.7
262200	249.2
262500	248.7
262800	248.3
263100	247.8
263400	247.4
263700	246.9
264000	246.5
264300	246.1
264600	245.6
264900	245.2
265200	244.7
265500	244.3
265800	243.9
266100	243.4
266400	243
266700	242.6
267000	242.2
267300	241.7
267600	241.3
267900	240.9
268200	240.5
268500	240.1
268800	239.7
269100	239.3
269400	238.9
269700	238.4
270000	238
270300	237.6
270600	237.3
270900	236.9
271200	236.5
271500	236.1
271800	235.7
272100	235.3
272400	234.9
272700	234.5
273000	234.2
273300	233.8
273600	233.4
273900	233
274200	232.7
274500	232.3
274800	231.9
275100	231.6
275400	231.2
275700	230.8
276000	230.5
276300	230.1
276600	229.8
276900	229.4
277200	229
277500	228.7
277800	228.3
278100	228
278400	227.7
278700	227.3
279000	227
279300	226.6
279600	226.3
279900	226
280200	225.6
280500	225.3
280800	225
281100	224.6
281400	224.3
281700	224
282000	223.7
282300	223.3
282600	223
282900	222.7
283200	222.4
283500	222.1
283800	221.7
284100	221.4
284400	221.1
284700	220.8
285000	220.5
285300	220.2
285600	219.9
285900	219.6
286200	219.3
286500	219
286800	218.7
287100	218.4
287400	218.1
287700	217.8
488000	217.5
